phrase,id,position,corresponding_text
Mais tu le gracieras chaque fois pour l'économiser,910,33874, Mais tu le gracieras chaque fois pour l'économiser.
Il n'y en a qu'un,911,33926," Il n'y en a qu'un.

"
- Moi,912,33947,"- Moi,"
répondit le petit prince,913,33953," répondit le petit prince,"
je n'aime pas condamner à mort,914,33979," je n'aime pas condamner à mort,"
et je crois bien que je m'en vais,915,34011," et je crois bien que je m'en vais.

"
- Non,916,34048,"- Non,"
dit le roi,917,34054," dit le roi.

"
Mais le petit prince,918,34068,"Mais le petit prince,"
ayant achevé ses préparatifs,919,34089," ayant achevé ses préparatifs,"
ne voulut point peiner le vieux monarque :,920,34119," ne voulut point peiner le vieux monarque :

"
- Si Votre Majesté désirait être obéie ponctuellement,921,34164,"- Si Votre Majesté désirait être obéie ponctuellement,"
elle pourrait me donner un ordre raisonnable,922,34218, elle pourrait me donner un ordre raisonnable.
Elle pourrait m'ordonner,923,34264," Elle pourrait m'ordonner,"
par exemple,924,34290," par exemple,"
de partir avant une minute,925,34303, de partir avant une minute.
Il me semble que les conditions sont favorables...,926,34331," Il me semble que les conditions sont favorables... .

"
Le roi n'ayant rien répondu,927,34386,"Le roi n'ayant rien répondu,"
le petit prince hésita d'abord,928,34414," le petit prince hésita d'abord,"
puis,929,34446," puis,"
avec un soupir,930,34452," avec un soupir,"
prit le départ,931,34468," prit le départ.

"
- Je te fais mon ambassadeur,932,34486,"- Je te fais mon ambassadeur,"
se hâta alors de crier le roi,933,34515," se hâta alors de crier le roi.

"
Il avait un grand air d'autorité,934,34548,"Il avait un grand air d'autorité.

"
´Les grandes personnes sont bien étranges´,935,34583,"""Les grandes personnes sont bien étranges"","
se dit le petit prince,936,34626," se dit le petit prince,"
en lui-même,937,34650," en lui-même,"
durant son voyage,938,34663," durant son voyage.


"
Chapitre 11,939,34685,"Chapitre 11

"
La seconde planète était habitée par un vaniteux,940,34698,"La seconde planète était habitée par un vaniteux

"
- Ah ah ! Voilà la visite d'un admirateur,941,34748,"- Ah ah ! Voilà la visite d'un admirateur

"
S'écria de loin le vaniteux dès qu'il aperçut le petit prince,942,34791,S'écria de loin le vaniteux dès qu'il aperçut le petit prince.
Car,943,34853," Car,"
pour les vaniteux,944,34858," pour les vaniteux,"
les autres hommes sont des admirateurs,945,34877," les autres hommes sont des admirateurs.

"
- Bonjour,946,34919,"- Bonjour,"
dit le petit prince,947,34929, dit le petit prince.
Vous avez un drôle de chapeau,948,34950," Vous avez un drôle de chapeau.

"
- C'est pour saluer,949,34983,"- C'est pour saluer,"
lui répondit le vaniteux,950,35003, lui répondit le vaniteux.
C'est pour saluer quand on m'acclame,951,35029, C'est pour saluer quand on m'acclame.
Malheureusement il ne passe jamais personne par ici,952,35067," Malheureusement il ne passe jamais personne par ici.

"
- Ah oui ? dit le petit prince qui ne comprit pas,953,35122,"- Ah oui ? dit le petit prince qui ne comprit pas.

"
- Frappe tes mains l'une contre l'autre,954,35174,"- Frappe tes mains l'une contre l'autre,"
conseilla donc le vaniteux,955,35214," conseilla donc le vaniteux.

"
Le petit prince frappa ses mains l'une contre l'autre,956,35244,Le petit prince frappa ses mains l'une contre l'autre.
Le vaniteux salua modestement en soulevant son chapeau,957,35298," Le vaniteux salua modestement en soulevant son chapeau.

"
Ça c'est plus amusant que la visite au roi,958,35356,"Ça c'est plus amusant que la visite au roi,"
se dit en,959,35399," se dit en,"
lui-même le petit prince,960,35410, lui-même le petit prince.
Et il recommença de frapper ses mains l'une contre l'autre,961,35436, Et il recommença de frapper ses mains l'une contre l'autre.
Le vaniteux recommença de saluer en soulevant son chapeau,962,35496," Le vaniteux recommença de saluer en soulevant son chapeau.

"
Après cinq minutes d'exercice le petit prince se fatigua de la monotonie du jeu,963,35557,"Après cinq minutes d'exercice le petit prince se fatigua de la monotonie du jeu

"
Et pour que le chapeau tombe,964,35638,"Et pour que le chapeau tombe,"
demanda-t-il,965,35667," demanda-t-il,"
-que faut-il faire ?,966,35681," -que faut-il faire ?

"
Mais le vaniteux ne l'entendit pas,967,35704,Mais le vaniteux ne l'entendit pas.
Les vaniteux n'entendent jamais que les louanges,968,35739," Les vaniteux n'entendent jamais que les louanges.

"
Est-ce que tu m'admires vraiment beaucoup ? demanda-t-il au petit prince,969,35791,"Est-ce que tu m'admires vraiment beaucoup ? demanda-t-il au petit prince.

"
- Qu'est-ce que signifie admirer ?,970,35866,"- Qu'est-ce que signifie admirer ?

"
- Admirer signifie reconnaître que je suis l'homme le plus beau,971,35902,"- Admirer signifie reconnaître que je suis l'homme le plus beau,"
le mieux habillé,972,35966," le mieux habillé,"
le plus riche et le plus intelligent de la planète,973,35984," le plus riche et le plus intelligent de la planète.

"
- Mais tu es seul sur ta planète,974,36038,"- Mais tu es seul sur ta planète

"
- Fais-moi ce plaisir,975,36072,- Fais-moi ce plaisir.
Admire-moi quand même,976,36094," Admire-moi quand même

"
- Je t'admire,977,36118,"- Je t'admire,"
dit le petit prince,978,36132," dit le petit prince,"
en haussant un peu les épaules,979,36153," en haussant un peu les épaules,"
mais en quoi cela peut-il bien t'intéresser ?,980,36185," mais en quoi cela peut-il bien t'intéresser ?

"
Et le petit prince s'en fut,981,36233,"Et le petit prince s'en fut.

"
´Les grandes personnes sont décidément bien bizarres´,982,36263,"""Les grandes personnes sont décidément bien bizarres"","
se dit-il simplement en lui-même durant son voyage,983,36317," se dit-il simplement en lui-même durant son voyage.


"
Chapitre 12,984,36372,"Chapitre 12

"
La planète suivante était habitée par un buveur,985,36385,La planète suivante était habitée par un buveur.
Cette visite fut très courte mais elle plongea le petit prince dans une grande mélancolie :,986,36433," Cette visite fut très courte mais elle plongea le petit prince dans une grande mélancolie :

"
- Que fais-tu là ? dit-il au buveur,987,36527,"- Que fais-tu là ? dit-il au buveur,"
qu'il trouva installé en silence devant une collection de bouteilles vides et une collection de bouteilles pleines,988,36563," qu'il trouva installé en silence devant une collection de bouteilles vides et une collection de bouteilles pleines.

"
- Je bois,989,36681,"- Je bois,"
répondit le buveur,990,36691," répondit le buveur,"
d'un air lugubre,991,36711," d'un air lugubre.

"
- Pourquoi bois-tu ? Lui demanda le petit prince,992,36731,"- Pourquoi bois-tu ? Lui demanda le petit prince.

"
- Pour oublier,993,36782,"- Pour oublier,"
répondit le buveur,994,36797," répondit le buveur.

"
- Pour oublier quoi ? S'enquit le petit prince qui déjà le plaignait,995,36819,"- Pour oublier quoi ? S'enquit le petit prince qui déjà le plaignait.

"
- Pour oublier que j'ai honte,996,36890,"- Pour oublier que j'ai honte,"
avoua le buveur en baissant la tête,997,36920," avoua le buveur en baissant la tête.

"
- Honte de quoi ? S'informa le petit prince qui désirait le secourir,998,36959,"- Honte de quoi ? S'informa le petit prince qui désirait le secourir.

"
- Honte de boire ! Acheva le buveur qui s'enferma définitivement dans le silence,999,37030,"- Honte de boire ! Acheva le buveur qui s'enferma définitivement dans le silence.

"
Et le petit prince s'en fut,1000,37113,"Et le petit prince s'en fut,"
perplexe,1001,37141," perplexe.

"
´Les grandes personnes sont décidément très très bizarres´,1002,37153,"""Les grandes personnes sont décidément très très bizarres"","
se disait-il en lui-même durant le voyage,1003,37212," se disait-il en lui-même durant le voyage.


"
Chapitre 13,1004,37258,"Chapitre 13

"
La quatrième planète était celle du businessman,1005,37271,La quatrième planète était celle du businessman.
Cet homme était si occupé qu'il ne leva même pas la tête à l'arrivée du petit prince,1006,37319," Cet homme était si occupé qu'il ne leva même pas la tête à l'arrivée du petit prince.

"
- Bonjour,1007,37407,"- Bonjour,"
lui dit celui-ci,1008,37417, lui dit celui-ci.
Votre cigarette est éteinte,1009,37435," Votre cigarette est éteinte.

"
- Trois et deux font cinq,1010,37466,- Trois et deux font cinq.
Cinq et sept douze,1011,37492, Cinq et sept douze.
Douze et trois quinze,1012,37512, Douze et trois quinze.
Bonjour,1013,37535, Bonjour.
Quinze et sept vingt-deux,1014,37544, Quinze et sept vingt-deux.
Vingt-deux et six vingt-huit,1015,37571, Vingt-deux et six vingt-huit.
Pas le temps de la rallumer,1016,37601, Pas le temps de la rallumer.
Vingt-six et cinq trente et un,1017,37630, Vingt-six et cinq trente et un.
Ouf ! Ça fait donc cinq cent un millions six cent vingt-deux mille sept cent trente et un,1018,37662," Ouf ! Ça fait donc cinq cent un millions six cent vingt-deux mille sept cent trente et un.

"
- Cinq cents millions de quoi ?,1019,37755,"- Cinq cents millions de quoi ?

"
- Hein? Tu es toujours là ? Cinq cent un millions de... je ne sais plus... J'ai tellement de travail ! Je suis sérieux,1020,37788,"- Hein? Tu es toujours là ? Cinq cent un millions de... je ne sais plus... J'ai tellement de travail ! Je suis sérieux,"
moi,1021,37907," moi,"
je ne m'amuse pas à des balivernes ! Deux et cinq sept...,1022,37912," je ne m'amuse pas à des balivernes ! Deux et cinq sept...
"
- Cinq cent un millions de quoi ? Répéta le petit prince qui jamais de sa vie n'avait renoncé à une question,1023,37971,"- Cinq cent un millions de quoi ? Répéta le petit prince qui jamais de sa vie n'avait renoncé à une question,"
une fois qu'il l'avait posée,1024,38080," une fois qu'il l'avait posée.

"
Le businessman leva la tête,1025,38112,"Le businessman leva la tête

"
- Depuis cinquante-quatre ans que j'habite cette planète-ci,1026,38141,"- Depuis cinquante-quatre ans que j'habite cette planète-ci,"
je n'ai été dérangé que trois fois,1027,38201, je n'ai été dérangé que trois fois.
La première fois ç'a été,1028,38237," La première fois ç'a été,"
il y a vingt-deux ans,1029,38263," il y a vingt-deux ans,"
par un hanneton qui était tombé Dieu sait d'où,1030,38286, par un hanneton qui était tombé Dieu sait d'où.
Il répandait un bruit épouvantable,1031,38334," Il répandait un bruit épouvantable,"
et j 'ai fait quatre erreurs dans une addition,1032,38370, et j 'ai fait quatre erreurs dans une addition.
La seconde fois ç'a été,1033,38418," La seconde fois ç'a été,"
il y a onze ans,1034,38443," il y a onze ans,"
par une crise de rhumatisme,1035,38460, par une crise de rhumatisme.
Je manque d'exercice,1036,38489, Je manque d'exercice.
Je n'ai pas le temps de flâner,1037,38511, Je n'ai pas le temps de flâner.
Je suis sérieux,1038,38543," Je suis sérieux,"
moi,1039,38560, moi.
La troisième fois... la voici ! Je disais donc cinq cent un millions...,1040,38565," La troisième fois... la voici ! Je disais donc cinq cent un millions...

"
- Millions de quoi ?,1041,38639,"- Millions de quoi ?

"
Le businessman comprit qu'il n'était point d'espoir de paix :,1042,38661,"Le businessman comprit qu'il n'était point d'espoir de paix :

"
- Millions de ces petites choses que l'on voit quelquefois dans le ciel,1043,38724,"- Millions de ces petites choses que l'on voit quelquefois dans le ciel.

"
- Des mouches ?,1044,38798,"- Des mouches ?

"
- Mais non,1045,38815,"- Mais non,"
des petites choses qui brillent,1046,38826," des petites choses qui brillent.

"
- Des abeilles ?,1047,38861,"- Des abeilles ?

"
- Mais non,1048,38879,- Mais non.
Des petites choses dorées qui font rêvasser les fainéants,1049,38890, Des petites choses dorées qui font rêvasser les fainéants.
Mais je suis sérieux,1050,38949," Mais je suis sérieux,"
moi ! Je n'ai pas le temps de rêvasser,1051,38971," moi ! Je n'ai pas le temps de rêvasser.

"
- Ah ! Des étoiles ?,1052,39013,"- Ah ! Des étoiles ?

"
- C'est bien ça,1053,39035,- C'est bien ça.
Des étoiles,1054,39051," Des étoiles.

"
- Et que fais-tu de cinq cents millions d'étoiles ?,1055,39066,"- Et que fais-tu de cinq cents millions d'étoiles ?

"
- Cinq cent un millions six cent vingt-deux mille sept cent trente et un,1056,39119,- Cinq cent un millions six cent vingt-deux mille sept cent trente et un.
Je suis sérieux,1057,39192," Je suis sérieux,"
moi,1058,39209," moi,"
je suis précis,1059,39214," je suis précis.

"
- Et que fais-tu de ces étoiles ?,1060,39232,"- Et que fais-tu de ces étoiles ?

"
- Ce que j'en fais ?,1061,39267,"- Ce que j'en fais ?

"
- Oui,1062,39289,"- Oui.

"
- Rien,1063,39297,- Rien.
Je les possède,1064,39304," Je les possède.

"
- Tu possèdes les étoiles ?,1065,39322,"- Tu possèdes les étoiles ?

"
- Oui,1066,39351,"- Oui.

"
- Mais j'ai déjà vu un roi qui...,1067,39359,"- Mais j'ai déjà vu un roi qui...

"
- Les rois ne possèdent pas,1068,39394,- Les rois ne possèdent pas.
Ils´règnent´sur,1069,39422," Ils""règnent""sur."
C'est très différent,1070,39439," C'est très différent.

"
- Et à quoi cela te sert-il de posséder les étoiles,1071,39463,"- Et à quoi cela te sert-il de posséder les étoiles

"
- ça me sert à être riche,1072,39516,"- ça me sert à être riche.

"
- Et à quoi cela te sert-il d'être riche ?,1073,39544,"- Et à quoi cela te sert-il d'être riche ?

"
- À acheter d'autres étoiles,1074,39588,"- À acheter d'autres étoiles,"
si quelqu'un en trouve,1075,39617," si quelqu'un en trouve.

"
´Celui-là,1076,39643,"""Celui-là,"
se dit en lui-même le petit prince,1077,39653," se dit en lui-même le petit prince,"
il raisonne un peu comme mon ivrogne,1078,39689," il raisonne un peu comme mon ivrogne.""

"
Cependant il posa encore des questions :,1079,39730,"Cependant il posa encore des questions :

"
- Comment peut-on posséder les étoiles ?,1080,39772,"- Comment peut-on posséder les étoiles ?

"
- À qui sont-elles ? Riposta,1081,39814,"- À qui sont-elles ? Riposta,"
grincheux,1082,39843," grincheux,"
le businessman,1083,39854," le businessman.

"
